game_id,date,season,status,home_team_id,away_team_id,home_team_name,away_team_name,home_runs,away_runs,runs_diff,winner,home_days_since_last_game,away_days_since_last_game,home_win_streak,away_win_streak,spread_home,odd_home_american,odd_home_decimal,odd_sign_home,spread_away,odd_away_american,odd_away_decimal,odd_sign_away,predicted_winner,model_prob_home,model_prob_away,predicted_diff,diff_vs_line_home,diff_vs_line_away,implied_prob_home,implied_prob_away,edge_home,edge_away,ev_home,ev_away,cover_streak_home_10,cover_streak_away_10,cover_team,predicted_cover,prob_cover_away,prob_cover_home,stake,profit
9848,2025-04-21,2025,STATUS_FINAL,18,21,New York Mets,Philadelphia Phillies,5.0000000000,4.0000000000,1.0000000000,1,1,1,4,0,-1.5000000000,156,2.5600000000,1,1.5000000000,-180,1.5555555556,0,1,0.5103062011,0.4896937989,3.8220334720,2.3220334720,5.3220334720,0.3906250000,0.6428571429,0.1196812011,-0.1531633440,0.3063838749,-0.2382540906,3,3,0,0,0.5956589812,0.4043410188,20000.0000000000,11111.1111111111
9849,2025-04-21,2025,STATUS_FINAL,10,23,Detroit Tigers,San Diego Padres,6.0000000000,4.0000000000,2.0000000000,1,1,1,0,1,-1.5000000000,148,2.4800000000,1,1.5000000000,-163,1.6134969325,0,0,0.4730106780,0.5269893220,3.3785348410,1.8785348410,4.8785348410,0.4032258065,0.6197718631,0.0697848715,-0.0927825411,0.1730664814,-0.1497043454,3,6,1,0,0.6102681586,0.3897318414,20000.0000000000,-20000.0000000000
9852,2025-04-21,2025,STATUS_FINAL,24,16,San Francisco Giants,Milwaukee Brewers,5.0000000000,2.0000000000,3.0000000000,1,1,1,0,1,-1.5000000000,158,2.5800000000,1,1.5000000000,-174,1.5747126437,0,0,0.4865551264,0.5134448736,3.2862094695,1.7862094695,4.7862094695,0.3875968992,0.6350364964,0.0989582272,-0.1215916227,0.2553122261,-0.1914718657,0,4,1,0,0.6305983620,0.3694016380,20000.0000000000,-20000.0000000000
66820,2025-04-22,2025,STATUS_FINAL,20,28,Oakland Athletics,Texas Rangers,5.0000000000,8.0000000000,3.0000000000,0,2,2,0,0,-1.5000000000,156,2.5600000000,1,1.5000000000,-172,1.5813953488,0,0,0.4787136447,0.5212863553,3.6117267020,2.1117267020,5.1117267020,0.3906250000,0.6323529412,0.0880886447,-0.1110665859,0.2255069305,-0.1756401823,3,5,0,0,0.6245373772,0.3754626228,20000.0000000000,11627.9069767442
10218,2025-04-22,2025,STATUS_FINAL,10,23,Detroit Tigers,San Diego Padres,0.0000000000,2.0000000000,2.0000000000,0,1,1,1,0,-1.5000000000,155,2.5500000000,1,1.5000000000,-190,1.5263157895,0,0,0.4558083567,0.5441916433,3.2577703278,1.7577703278,4.7577703278,0.3921568627,0.6551724138,0.0636514939,-0.1109807705,0.1623113095,-0.1693917023,4,6,0,0,0.6378835888,0.3621164112,20000.0000000000,10526.3157894737
10224,2025-04-22,2025,STATUS_FINAL,11,29,Houston Astros,Toronto Blue Jays,5.0000000000,1.0000000000,4.0000000000,1,1,1,1,0,1.5000000000,-160,1.6250000000,0,-1.5000000000,140,2.4000000000,1,1,0.5150627338,0.4849372662,3.8011122382,5.3011122382,2.3011122382,0.6153846154,0.4166666667,-0.1003218816,0.0682705995,-0.1630230576,0.1638494389,5,3,1,1,0.4067638586,0.5932361414,20000.0000000000,12500.0000000000
10225,2025-04-22,2025,STATUS_FINAL,24,16,San Francisco Giants,Milwaukee Brewers,3.0000000000,11.0000000000,8.0000000000,0,1,1,1,0,-1.5000000000,146,2.4600000000,1,1.5000000000,-161,1.6211180124,0,0,0.4725358979,0.5274641021,3.2513346469,1.7513346469,4.7513346469,0.4065040650,0.6168582375,0.0660318329,-0.0893941355,0.1624383089,-0.1449184432,1,4,0,0,0.6430505049,0.3569494951,20000.0000000000,12422.3602484472
10391,2025-04-23,2025,STATUS_FINAL,10,23,Detroit Tigers,San Diego Padres,6.0000000000,0.0000000000,6.0000000000,1,1,1,0,1,-1.5000000000,126,2.2600000000,1,1.5000000000,-139,1.7194244604,0,0,0.4757048254,0.5242951746,3.3170582571,1.8170582571,4.8170582571,0.4424778761,0.5815899582,0.0332269493,-0.0572947836,0.0750929054,-0.0985140523,4,5,1,0,0.6272811162,0.3727188838,20000.0000000000,-20000.0000000000
10390,2025-04-23,2025,STATUS_FINAL,18,21,New York Mets,Philadelphia Phillies,4.0000000000,3.0000000000,1.0000000000,1,1,1,6,0,1.5000000000,-167,1.5988023952,0,-1.5000000000,152,2.5200000000,1,1,0.5127734736,0.4872265264,3.8762202839,5.3762202839,2.3762202839,0.6254681648,0.3968253968,-0.1126946912,0.0904011296,-0.1801765422,0.2278108466,4,3,1,1,0.4032988543,0.5967011457,20000.0000000000,11976.0479041916
10392,2025-04-23,2025,STATUS_FINAL,4,25,Boston Red Sox,Seattle Mariners,5.0000000000,8.0000000000,3.0000000000,0,1,1,2,0,-1.5000000000,140,2.4000000000,1,1.5000000000,-154,1.6493506494,0,0,0.4273958647,0.5726041353,3.5511572083,2.0511572083,5.0511572083,0.4166666667,0.6062992126,0.0107291981,-0.0336950773,0.0257500753,-0.0555749977,3,3,0,0,0.6181861413,0.3818138587,20000.0000000000,12987.0129870130
10400,2025-04-23,2025,STATUS_FINAL,1,27,Arizona Diamondbacks,Tampa Bay Rays,6.0000000000,7.0000000000,1.0000000000,0,1,1,1,0,-1.5000000000,122,2.2200000000,1,1.5000000000,-144,1.6944444444,0,0,0.4941015014,0.5058984986,3.7115895562,2.2115895562,5.2115895562,0.4504504505,0.5901639344,0.0436510510,-0.0842654359,0.0969053332,-0.1427830996,2,4,0,0,0.6020500140,0.3979499860,20000.0000000000,13888.8888888889
10398,2025-04-23,2025,STATUS_FINAL,24,16,San Francisco Giants,Milwaukee Brewers,4.0000000000,2.0000000000,2.0000000000,1,1,1,0,1,-1.5000000000,169,2.6900000000,1,1.5000000000,-186,1.5376344086,0,0,0.4878223074,0.5121776926,3.2780061424,1.7780061424,4.7780061424,0.3717472119,0.6503496503,0.1160750955,-0.1381719578,0.3122420070,-0.2124579566,1,4,1,0,0.6265858557,0.3734141443,20000.0000000000,-20000.0000000000
10399,2025-04-23,2025,STATUS_FINAL,13,22,Los Angeles Angels,Pittsburgh Pirates,0.0000000000,3.0000000000,3.0000000000,0,1,1,0,1,-1.5000000000,155,2.5500000000,1,1.5000000000,-190,1.5263157895,0,1,0.5047606902,0.4952393098,3.4700313413,1.9700313413,4.9700313413,0.3921568627,0.6551724138,0.1126038274,-0.1599331040,0.2871397600,-0.2441084219,3,2,0,0,0.6098010721,0.3901989279,20000.0000000000,10526.3157894737
10785,2025-04-24,2025,STATUS_FINAL,13,22,Los Angeles Angels,Pittsburgh Pirates,4.0000000000,3.0000000000,1.0000000000,1,1,1,0,2,-1.5000000000,130,2.3000000000,1,1.5000000000,-150,1.6666666667,0,0,0.4963469060,0.5036530940,3.5364752271,2.0364752271,5.0364752271,0.4347826087,0.6000000000,0.0615642973,-0.0963469060,0.1415978839,-0.1605781767,3,2,0,0,0.6035130219,0.3964869781,20000.0000000000,13333.3333333333
10784,2025-04-24,2025,STATUS_FINAL,24,16,San Francisco Giants,Milwaukee Brewers,6.0000000000,5.0000000000,1.0000000000,1,1,1,1,0,-1.5000000000,152,2.5200000000,1,1.5000000000,-167,1.5988023952,0,0,0.4731639701,0.5268360299,3.3218534034,1.8218534034,4.8218534034,0.3968253968,0.6254681648,0.0763385733,-0.0986321349,0.1923732048,-0.1576932936,2,4,0,0,0.6327430790,0.3672569210,20000.0000000000,11976.0479041916
10786,2025-04-24,2025,STATUS_FINAL,1,27,Arizona Diamondbacks,Tampa Bay Rays,4.0000000000,7.0000000000,3.0000000000,0,1,1,0,1,-1.5000000000,158,2.5800000000,1,1.5000000000,-174,1.5747126437,0,0,0.4897869232,0.5102130768,3.6806647151,2.1806647151,5.1806647151,0.3875968992,0.6350364964,0.1021900239,-0.1248234195,0.2636502617,-0.1965610169,2,4,0,0,0.6181025083,0.3818974917,20000.0000000000,11494.2528735632
11225,2025-04-25,2025,STATUS_FINAL,26,16,St. Louis Cardinals,Milwaukee Brewers,3.0000000000,2.0000000000,1.0000000000,1,2,1,0,0,-1.5000000000,166,2.6600000000,1,1.5000000000,-183,1.5464480874,0,0,0.4718997456,0.5281002544,3.4885227836,1.9885227836,4.9885227836,0.3759398496,0.6466431095,0.0959598959,-0.1185428551,0.2552533232,-0.1833203715,2,4,0,0,0.6252182683,0.3747817317,20000.0000000000,10928.9617486339
11226,2025-04-25,2025,STATUS_FINAL,5,21,Chicago Cubs,Philadelphia Phillies,4.0000000000,0.0000000000,4.0000000000,1,2,2,2,0,-1.5000000000,140,2.4000000000,1,1.5000000000,-170,1.5882352941,0,0,0.4817825745,0.5182174255,3.8359253201,2.3359253201,5.3359253201,0.4166666667,0.6296296296,0.0651159079,-0.1114122042,0.1562781789,-0.1769487949,4,3,1,0,0.6028626770,0.3971373230,20000.0000000000,-20000.0000000000
11232,2025-04-25,2025,STATUS_FINAL,23,27,San Diego Padres,Tampa Bay Rays,0.0000000000,1.0000000000,1.0000000000,0,2,1,0,2,-1.5000000000,161,2.6100000000,1,1.5000000000,-177,1.5649717514,0,1,0.5166009734,0.4833990266,3.6699943560,2.1699943560,5.1699943560,0.3831417625,0.6389891697,0.1334592109,-0.1555901431,0.3483285405,-0.2434941787,4,3,0,0,0.6169545739,0.3830454261,20000.0000000000,11299.4350282486
11360,2025-04-26,2025,STATUS_FINAL,8,4,Cleveland Guardians,Boston Red Sox,3.0000000000,7.0000000000,4.0000000000,0,3,2,0,0,1.5000000000,-175,1.5714285714,0,-1.5000000000,152,2.5200000000,1,1,0.5718982633,0.4281017367,3.4761193663,4.9761193663,1.9761193663,0.6363636364,0.3968253968,-0.0644653730,0.0312763398,-0.1013027291,0.0788163764,2,3,0,1,0.3981909647,0.6018090353,20000.0000000000,-20000.0000000000
11365,2025-04-26,2025,STATUS_FINAL,26,16,St. Louis Cardinals,Milwaukee Brewers,6.0000000000,5.0000000000,1.0000000000,1,1,1,1,0,-1.5000000000,142,2.4200000000,1,1.5000000000,-156,1.6410256410,0,0,0.4694212707,0.5305787293,3.4415306720,1.9415306720,4.9415306720,0.4132231405,0.6093750000,0.0561981303,-0.0787962707,0.1359994752,-0.1293067007,1,4,0,0,0.6160823216,0.3839176784,20000.0000000000,12820.5128205128
1033000,2025-04-26,2025,STATUS_FINAL,8,4,Cleveland Guardians,Boston Red Sox,5.0000000000,4.0000000000,1.0000000000,1,0,0,0,1,1.5000000000,-170,1.5882352941,0,-1.5000000000,154,2.5400000000,1,1,0.5778910938,0.4221089062,3.4487558444,4.9487558444,1.9487558444,0.6296296296,0.3937007874,-0.0517385358,0.0284081188,-0.0821729686,0.0721566217,2,3,1,1,0.4016272725,0.5983727275,20000.0000000000,11764.7058823529
11368,2025-04-26,2025,STATUS_FINAL,1,2,Arizona Diamondbacks,Atlanta Braves,7.0000000000,8.0000000000,1.0000000000,0,1,1,0,2,-1.5000000000,169,2.6900000000,1,1.5000000000,-186,1.5376344086,0,1,0.5050508932,0.4949491068,3.7514276796,2.2514276796,5.2514276796,0.3717472119,0.6503496503,0.1333036813,-0.1554005435,0.3585869026,-0.2389492228,1,3,0,0,0.6177291172,0.3822708828,20000.0000000000,10752.6881720430
11816,2025-04-28,2025,STATUS_FINAL,28,20,Texas Rangers,Oakland Athletics,1.0000000000,2.0000000000,1.0000000000,0,1,1,0,1,1.5000000000,-170,1.5882352941,0,-1.5000000000,145,2.4500000000,1,1,0.5543609085,0.4456390915,3.3718537138,4.8718537138,1.8718537138,0.6296296296,0.4081632653,-0.0752687211,0.0374758262,-0.1195444394,0.0918157741,3,2,1,1,0.3810419699,0.6189580301,20000.0000000000,11764.7058823529
12049,2025-04-29,2025,STATUS_FINAL,18,1,New York Mets,Arizona Diamondbacks,8.0000000000,3.0000000000,5.0000000000,1,1,2,1,1,-1.5000000000,150,2.5000000000,1,1.5000000000,-165,1.6060606061,0,1,0.5241517273,0.4758482727,3.6021287111,2.1021287111,5.1021287111,0.4000000000,0.6226415094,0.1241517273,-0.1467932368,0.3103793183,-0.2357588348,4,2,1,0,0.6055106002,0.3944893998,20000.0000000000,-20000.0000000000
12313,2025-04-30,2025,STATUS_FINAL,7,26,Cincinnati Reds,St. Louis Cardinals,1.0000000000,9.0000000000,8.0000000000,0,2,0,5,0,-1.5000000000,130,2.3000000000,1,1.5000000000,-150,1.6666666667,0,0,0.4899664472,0.5100335528,3.2999539225,1.7999539225,4.7999539225,0.4347826087,0.6000000000,0.0551838385,-0.0899664472,0.1269228286,-0.1499440787,1,0,0,0,0.6155300341,0.3844699659,20000.0000000000,13333.3333333333
12307,2025-04-30,2025,STATUS_FINAL,18,1,New York Mets,Arizona Diamondbacks,3.0000000000,4.0000000000,1.0000000000,0,1,1,2,0,1.5000000000,-166,1.6024096386,0,-1.5000000000,138,2.3800000000,1,1,0.5096506124,0.4903493876,3.6173229936,5.1173229936,2.1173229936,0.6240601504,0.4201680672,-0.1144095380,0.0701813204,-0.1833309464,0.1670315426,5,2,1,1,0.3959122704,0.6040877296,20000.0000000000,12048.1927710843
12308,2025-04-30,2025,STATUS_FINAL,29,4,Toronto Blue Jays,Boston Red Sox,7.0000000000,6.0000000000,1.0000000000,1,1,1,0,2,1.5000000000,-163,1.6134969325,0,-1.5000000000,148,2.4800000000,1,1,0.5208818345,0.4791181655,3.5160992619,5.0160992619,2.0160992619,0.6197718631,0.4032258065,-0.0988900286,0.0758923591,-0.1595587579,0.1882130505,1,2,1,1,0.4064086389,0.5935913611,20000.0000000000,12269.9386503067
12311,2025-04-30,2025,STATUS_FINAL,8,17,Cleveland Guardians,Minnesota Twins,4.0000000000,2.0000000000,2.0000000000,1,1,1,1,0,1.5000000000,-174,1.5747126437,0,-1.5000000000,158,2.5800000000,1,1,0.5596689825,0.4403310175,3.4350853609,4.9350853609,1.9350853609,0.6350364964,0.3875968992,-0.0753675139,0.0527341183,-0.1186821771,0.1360540253,3,5,1,1,0.3776238253,0.6223761747,20000.0000000000,11494.2528735632
12318,2025-04-30,2025,STATUS_FINAL,9,2,Colorado Rockies,Atlanta Braves,2.0000000000,1.0000000000,1.0000000000,1,1,1,0,2,1.5000000000,160,2.6000000000,1,-1.5000000000,-176,1.5681818182,0,0,0.4854065802,0.5145934198,3.7038077175,5.2038077175,2.2038077175,0.3846153846,0.6376811594,0.1007911956,-0.1230877396,0.2620571085,-0.1930239553,3,2,1,0,0.6146884814,0.3853115186,20000.0000000000,-20000.0000000000
12321,2025-04-30,2025,STATUS_FINAL,23,24,San Diego Padres,San Francisco Giants,5.0000000000,3.0000000000,2.0000000000,1,1,1,1,0,-1.5000000000,161,2.6100000000,1,1.5000000000,-177,1.5649717514,0,1,0.5047203079,0.4952796921,3.4483721440,1.9483721440,4.9483721440,0.3831417625,0.6389891697,0.1215785455,-0.1437094776,0.3173200037,-0.2249012729,1,2,1,0,0.6140056839,0.3859943161,20000.0000000000,-20000.0000000000
12847,2025-05-01,2025,STATUS_FINAL,18,1,New York Mets,Arizona Diamondbacks,2.0000000000,4.0000000000,2.0000000000,0,1,1,0,1,-1.5000000000,136,2.3600000000,1,1.5000000000,-153,1.6535947712,0,1,0.5301909792,0.4698090208,3.6248018484,2.1248018484,5.1248018484,0.4237288136,0.6047430830,0.1064621657,-0.1349340622,0.2512507110,-0.2231262598,5,2,0,0,0.5938196596,0.4061803404,20000.0000000000,13071.8954248366
12849,2025-05-01,2025,STATUS_FINAL,22,5,Pittsburgh Pirates,Chicago Cubs,3.0000000000,8.0000000000,5.0000000000,0,1,1,1,0,-1.5000000000,167,2.6700000000,1,1.5000000000,-189,1.5291005291,0,0,0.4425562344,0.5574437656,3.4536321446,1.9536321446,4.9536321446,0.3745318352,0.6539792388,0.0680243992,-0.0965354731,0.1816251458,-0.1476124431,1,5,0,0,0.6353023683,0.3646976317,20000.0000000000,10582.0105820106
12997,2025-05-02,2025,STATUS_FINAL,29,8,Toronto Blue Jays,Cleveland Guardians,5.0000000000,3.0000000000,2.0000000000,1,1,1,2,3,-1.5000000000,135,2.3500000000,1,1.5000000000,-155,1.6451612903,0,1,0.5257118972,0.4742881028,3.5098816229,2.0098816229,5.0098816229,0.4255319149,0.6078431373,0.1001799823,-0.1335550345,0.2354229585,-0.2197195729,2,4,1,0,0.6086597652,0.3913402348,20000.0000000000,-20000.0000000000
13774,2025-05-05,2025,STATUS_FINAL,5,24,Chicago Cubs,San Francisco Giants,9.0000000000,2.0000000000,7.0000000000,1,1,1,0,3,-1.5000000000,135,2.3500000000,1,1.5000000000,-165,1.6060606061,0,1,0.5292362886,0.4707637114,3.5613769339,2.0613769339,5.0613769339,0.4255319149,0.6226415094,0.1037043737,-0.1518777980,0.2437052782,-0.2439249484,2,3,1,0,0.6077452722,0.3922547278,20000.0000000000,-20000.0000000000
13981,2025-05-06,2025,STATUS_FINAL,26,22,St. Louis Cardinals,Pittsburgh Pirates,2.0000000000,1.0000000000,1.0000000000,1,1,1,3,0,1.5000000000,-168,1.5952380952,0,-1.5000000000,149,2.4900000000,1,1,0.5769426553,0.4230573447,3.4310711956,4.9310711956,1.9310711956,0.6268656716,0.4016064257,-0.0499230163,0.0214509190,-0.0796390975,0.0534127883,3,2,1,1,0.4053154389,0.5946845611,20000.0000000000,11904.7619047619
13982,2025-05-06,2025,STATUS_FINAL,5,24,Chicago Cubs,San Francisco Giants,5.0000000000,14.0000000000,9.0000000000,0,1,1,1,0,-1.5000000000,140,2.4000000000,1,1.5000000000,-165,1.6060606061,0,1,0.5191969307,0.4808030693,3.5784210594,2.0784210594,5.0784210594,0.4166666667,0.6226415094,0.1025302641,-0.1418384402,0.2460726337,-0.2278011312,2,3,0,0,0.6040348107,0.3959651893,20000.0000000000,12121.2121212121
13978,2025-05-06,2025,STATUS_FINAL,17,3,Minnesota Twins,Baltimore Orioles,9.0000000000,1.0000000000,8.0000000000,1,2,2,2,0,-1.5000000000,115,2.1500000000,1,1.5000000000,-135,1.7407407407,0,0,0.4819872650,0.5180127350,3.4200059705,1.9200059705,4.9200059705,0.4651162791,0.5744680851,0.0168709860,-0.0564553501,0.0362726198,-0.0982741280,3,3,1,0,0.5923009056,0.4076990944,20000.0000000000,-20000.0000000000
14178,2025-05-07,2025,STATUS_FINAL,17,3,Minnesota Twins,Baltimore Orioles,5.0000000000,2.0000000000,3.0000000000,1,1,1,3,0,-1.5000000000,140,2.4000000000,1,1.5000000000,-160,1.6250000000,0,0,0.4796119456,0.5203880544,3.3654535944,1.8654535944,4.8654535944,0.4166666667,0.6153846154,0.0629452790,-0.0949965610,0.1510686695,-0.1543694116,3,3,1,0,0.6164745747,0.3835254253,20000.0000000000,-20000.0000000000
14303,2025-05-08,2025,STATUS_FINAL,17,3,Minnesota Twins,Baltimore Orioles,5.0000000000,2.0000000000,3.0000000000,1,1,1,4,0,-1.5000000000,130,2.3000000000,1,1.5000000000,-150,1.6666666667,0,0,0.4789547905,0.5210452095,3.4339549694,1.9339549694,4.9339549694,0.4347826087,0.6000000000,0.0441721818,-0.0789547905,0.1015960181,-0.1315913175,3,3,1,0,0.6173333773,0.3826666227,20000.0000000000,-20000.0000000000
14519,2025-05-09,2025,STATUS_FINAL,18,5,New York Mets,Chicago Cubs,7.0000000000,2.0000000000,5.0000000000,1,2,2,1,0,-1.5000000000,155,2.5500000000,1,1.5000000000,-180,1.5555555556,0,1,0.5016985307,0.4983014693,3.7700744239,2.2700744239,5.2700744239,0.3921568627,0.6428571429,0.1095416680,-0.1445556736,0.2793312534,-0.2248643812,2,1,1,0,0.6126954236,0.3873045764,20000.0000000000,-20000.0000000000
14680,2025-05-10,2025,STATUS_FINAL,18,5,New York Mets,Chicago Cubs,5.0000000000,6.0000000000,1.0000000000,0,1,1,2,0,-1.5000000000,135,2.3500000000,1,1.5000000000,-165,1.6060606061,0,1,0.5005761580,0.4994238420,3.7697796594,2.2697796594,5.2697796594,0.4255319149,0.6226415094,0.0750442431,-0.1232176675,0.1763539714,-0.1978950417,3,1,0,0,0.5961546467,0.4038453533,20000.0000000000,12121.2121212121
14684,2025-05-10,2025,STATUS_FINAL,10,28,Detroit Tigers,Texas Rangers,3.0000000000,10.0000000000,7.0000000000,0,1,1,5,0,1.5000000000,-165,1.6060606061,0,-1.5000000000,144,2.4400000000,1,1,0.5108657123,0.4891342877,3.2452100244,4.7452100244,1.7452100244,0.6226415094,0.4098360656,-0.1117757971,0.0792982221,-0.1795187044,0.1934876619,0,3,0,1,0.4083440397,0.5916559603,20000.0000000000,-20000.0000000000
14689,2025-05-10,2025,STATUS_FINAL,9,23,Colorado Rockies,San Diego Padres,0.0000000000,21.0000000000,21.0000000000,0,1,1,0,1,1.5000000000,142,2.4200000000,1,-1.5000000000,-161,1.6211180124,0,0,0.4570008801,0.5429991199,3.6978276839,5.1978276839,2.1978276839,0.4132231405,0.6168582375,0.0437777396,-0.0738591176,0.1059421298,-0.1197343460,1,2,0,0,0.6020730699,0.3979269301,20000.0000000000,12422.3602484472
14819,2025-05-11,2025,STATUS_FINAL,30,26,Washington Nationals,St. Louis Cardinals,1.0000000000,6.0000000000,5.0000000000,0,1,1,0,7,-1.5000000000,136,2.3600000000,1,1.5000000000,-164,1.6097560976,0,0,0.4950181186,0.5049818814,3.6942843533,2.1942843533,5.1942843533,0.4237288136,0.6212121212,0.0712893050,-0.1162302398,0.1682427599,-0.1871023373,0,5,0,0,0.6387143180,0.3612856820,20000.0000000000,12195.1219512195
14817,2025-05-11,2025,STATUS_FINAL,27,16,Tampa Bay Rays,Milwaukee Brewers,2.0000000000,4.0000000000,2.0000000000,0,1,1,2,0,-1.5000000000,150,2.5000000000,1,1.5000000000,-186,1.5376344086,0,1,0.5012279655,0.4987720345,3.3250601501,1.8250601501,4.8250601501,0.4000000000,0.6503496503,0.1012279655,-0.1515776159,0.2530699138,-0.2330709578,2,3,0,0,0.6158921512,0.3841078488,20000.0000000000,10752.6881720430
14829,2025-05-11,2025,STATUS_FINAL,25,29,Seattle Mariners,Toronto Blue Jays,1.0000000000,9.0000000000,8.0000000000,0,1,1,0,3,-1.5000000000,125,2.2500000000,1,1.5000000000,-150,1.6666666667,0,1,0.5417547309,0.4582452691,3.2464704459,1.7464704459,4.7464704459,0.4444444444,0.6000000000,0.0973102865,-0.1417547309,0.2189481446,-0.2362578849,2,3,0,0,0.5934727075,0.4065272925,20000.0000000000,13333.3333333333
14825,2025-05-11,2025,STATUS_FINAL,9,23,Colorado Rockies,San Diego Padres,9.0000000000,3.0000000000,6.0000000000,1,1,1,0,2,1.5000000000,160,2.6000000000,1,-1.5000000000,-210,1.4761904762,0,0,0.4652365197,0.5347634803,3.6704525592,5.1704525592,2.1704525592,0.3846153846,0.6774193548,0.0806211351,-0.1426558745,0.2096149512,-0.2105872433,1,2,1,0,0.6065575074,0.3934424926,20000.0000000000,-20000.0000000000
15005,2025-05-12,2025,STATUS_FINAL,8,16,Cleveland Guardians,Milwaukee Brewers,5.0000000000,0.0000000000,5.0000000000,1,1,1,0,1,1.5000000000,-155,1.6451612903,0,-1.5000000000,135,2.3500000000,1,1,0.5491456032,0.4508543968,3.6371176510,5.1371176510,2.1371176510,0.6078431373,0.4255319149,-0.0586975341,0.0253224819,-0.0965669109,0.0595078326,1,3,1,1,0.4071633441,0.5928366559,20000.0000000000,12903.2258064516
15007,2025-05-12,2025,STATUS_FINAL,21,26,Philadelphia Phillies,St. Louis Cardinals,2.0000000000,3.0000000000,1.0000000000,0,1,1,2,8,-1.5000000000,125,2.2500000000,1,1.5000000000,-150,1.6666666667,0,1,0.5231213044,0.4768786956,3.6492143045,2.1492143045,5.1492143045,0.4444444444,0.6000000000,0.0786768599,-0.1231213044,0.1770229348,-0.2052021740,1,5,0,0,0.6295033826,0.3704966174,20000.0000000000,13333.3333333333
15013,2025-05-12,2025,STATUS_FINAL,24,1,San Francisco Giants,Arizona Diamondbacks,1.0000000000,2.0000000000,1.0000000000,0,1,1,0,0,1.5000000000,-170,1.5882352941,0,-1.5000000000,148,2.4800000000,1,0,0.4900889091,0.5099110909,3.2453890192,4.7453890192,1.7453890192,0.6296296296,0.4032258065,-0.1395407205,0.1066852844,-0.2216234972,0.2645795053,3,4,1,1,0.4079702832,0.5920297168,20000.0000000000,11764.7058823529
15539,2025-05-13,2025,STATUS_FINAL,29,27,Toronto Blue Jays,Tampa Bay Rays,9.0000000000,11.0000000000,2.0000000000,0,2,2,4,0,-1.5000000000,156,2.5600000000,1,1.5000000000,-178,1.5617977528,0,0,0.4688019217,0.5311980783,3.6221971157,2.1221971157,5.1221971157,0.3906250000,0.6402877698,0.0781769217,-0.1090896915,0.2001329195,-0.1703760350,2,2,0,0,0.6322137650,0.3677862350,20000.0000000000,11235.9550561798
15608,2025-05-14,2025,STATUS_FINAL,21,26,Philadelphia Phillies,St. Louis Cardinals,2.0000000000,1.0000000000,1.0000000000,1,2,0,0,9,-1.5000000000,120,2.2000000000,1,1.5000000000,-145,1.6896551724,0,1,0.5248674505,0.4751325495,3.6081505168,2.1081505168,5.1081505168,0.4545454545,0.5918367347,0.0703219959,-0.1167041852,0.1547083910,-0.1971898301,1,5,0,0,0.6249534351,0.3750465649,20000.0000000000,13793.1034482759
15609,2025-05-14,2025,STATUS_FINAL,29,27,Toronto Blue Jays,Tampa Bay Rays,3.0000000000,1.0000000000,2.0000000000,1,1,1,0,1,-1.5000000000,128,2.2800000000,1,1.5000000000,-154,1.6493506494,0,0,0.4950834129,0.5049165871,3.6000437275,2.1000437275,5.1000437275,0.4385964912,0.6062992126,0.0564869217,-0.1013826255,0.1287901814,-0.1672154992,1,2,1,0,0.6051060379,0.3948939621,20000.0000000000,-20000.0000000000
15616,2025-05-14,2025,STATUS_FINAL,25,19,Seattle Mariners,New York Yankees,2.0000000000,3.0000000000,1.0000000000,0,1,1,1,0,1.5000000000,-169,1.5917159763,0,-1.5000000000,150,2.5000000000,1,0,0.4881878023,0.5118121977,3.0826200359,4.5826200359,1.5826200359,0.6282527881,0.4000000000,-0.1400649858,0.1118121977,-0.2229436757,0.2795304943,1,1,1,1,0.4039555582,0.5960444418,20000.0000000000,11834.3195266272
15738,2025-05-15,2025,STATUS_FINAL,3,17,Baltimore Orioles,Minnesota Twins,0.0000000000,4.0000000000,4.0000000000,0,1,1,0,10,-1.5000000000,158,2.5800000000,1,1.5000000000,-180,1.5555555556,0,1,0.5160992268,0.4839007732,3.3909482090,1.8909482090,4.8909482090,0.3875968992,0.6428571429,0.1285023275,-0.1589563696,0.3315360051,-0.2472654639,1,4,0,0,0.6733507514,0.3266492486,20000.0000000000,11111.1111111111
15741,2025-05-15,2025,STATUS_FINAL,28,11,Texas Rangers,Houston Astros,1.0000000000,0.0000000000,1.0000000000,1,1,1,5,2,-1.5000000000,174,2.7400000000,1,1.5000000000,-198,1.5050505051,0,0,0.4858225409,0.5141774591,3.5693355656,2.0693355656,5.0693355656,0.3649635036,0.6644295302,0.1208590372,-0.1502520711,0.3311537620,-0.2261369555,3,2,0,0,0.6142182331,0.3857817669,20000.0000000000,10101.0101010101
15739,2025-05-15,2025,STATUS_FINAL,29,27,Toronto Blue Jays,Tampa Bay Rays,3.0000000000,8.0000000000,5.0000000000,0,1,1,1,0,-1.5000000000,125,2.2500000000,1,1.5000000000,-145,1.6896551724,0,0,0.4777388399,0.5222611601,3.6042788475,2.1042788475,5.1042788475,0.4444444444,0.5918367347,0.0332943955,-0.0695755746,0.0749123899,-0.1175587296,1,2,0,0,0.6107489343,0.3892510657,20000.0000000000,13793.1034482759
